"########### GSAT 0, File uf20-020.cnf ###########",,,,,
"########### Novelty Plus 0, File uf20-020.cnf ###########",,,,,
Iteration,44871,Duration,16.79396057,,
"########### GSAT 0, File uf20-021.cnf ###########",,,,,
"########### Novelty Plus 0, File uf20-021.cnf ###########",,,,,
"########### GSAT 1, File uf20-020.cnf ###########",,,,,
"########### Novelty Plus , File uf20-020.cnf ###########",,,,,
Iteration,27940,Duration,10.60160637,,
"########### GSAT , File uf20-021.cnf ###########",,,,,
"########### Novelty Plus , File uf20-021.cnf ###########",,,,,
"########### GSAT 2, File uf20-020.cnf ###########",,,,,
Iteration,4,Restart,9,Duration,28.79264688
"########### Novelty Plus 2, File uf20-020.cnf ###########",,,,,
"########### GSAT 2, File uf20-021.cnf ###########",,,,,
Iteration,4,Restart,0,Duration,0.014000654
"########### Novelty Plus 2, File uf20-021.cnf ###########",,,,,
"########### GSAT 3, File uf20-020.cnf ###########",,,,,
"########### Novelty Plus 3, File uf20-020.cnf ###########",,,,,
Iteration,94841,Duration,35.61403704,,
"########### GSAT 3, File uf20-021.cnf ###########",,,,,
"########### Novelty Plus 3, File uf20-021.cnf ###########",,,,,
"########### GSAT 4, File uf20-020.cnf ###########",,,,,
"########### Novelty Plus 4, File uf20-020.cnf ###########",,,,,
Iteration,40654,Duration,15.44288325,,
"########### GSAT 4, File uf20-021.cnf ###########",,,,,
"########### Novelty Plus 4, File uf20-021.cnf ###########",,,,,
"########### GSAT 5, File uf20-020.cnf ###########",,,,,
"########### Novelty Plus 5, File uf20-020.cnf ###########",,,,,
"########### GSAT 5, File uf20-021.cnf ###########",,,,,
"########### Novelty Plus 5, File uf20-021.cnf ###########",,,,,
"########### GSAT 6, File uf20-020.cnf ###########",,,,,
"########### Novelty Plus 6, File uf20-020.cnf ###########",,,,,
Iteration,13062,Duration,4.98328495,,
"########### GSAT 6, File uf20-021.cnf ###########",,,,,
"########### Novelty Plus 6, File uf20-021.cnf ###########",,,,,
"########### GSAT 7, File uf20-020.cnf ###########",,,,,
"########### Novelty Plus 7, File uf20-020.cnf ###########",,,,,
Iteration,571,Duration,0.235013485,,
"########### GSAT 7, File uf20-021.cnf ###########",,,,,
"########### Novelty Plus 7, File uf20-021.cnf ###########",,,,,
"########### GSAT , File uf20-020.cnf ###########",,,,,
"########### Novelty Plus , File uf20-020.cnf ###########",,,,,
"########### GSAT , File uf20-021.cnf ###########",,,,,
Iteration,1,Restart,0,Duration,0.004000187
"########### Novelty Plus , File uf20-021.cnf ###########",,,,,
"########### GSAT , File uf20-020.cnf ###########",,,,,
"########### Novelty Plus , File uf20-020.cnf ###########",,,,,
Iteration,19288,Duration,7.170410156,,
"########### GSAT , File uf20-021.cnf ###########",,,,,
"########### Novelty Plus , File uf20-021.cnf ###########",,,,,
"########### GSAT , File uf20-020.cnf ###########",,,,,
"########### Novelty Plus , File uf20-020.cnf ###########",,,,,
Iteration,32901,Duration,12.3207047,,
"########### GSAT , File uf20-021.cnf ###########",,,,,
"########### Novelty Plus , File uf20-021.cnf ###########",,,,,
"########### GSAT , File uf20-020.cnf ###########",,,,,
"########### Novelty Plus , File uf20-020.cnf ###########",,,,,
"########### GSAT , File uf20-021.cnf ###########",,,,,
"########### Novelty Plus , File uf20-021.cnf ###########",,,,,
"########### GSAT , File uf20-020.cnf ###########",,,,,
"########### Novelty Plus , File uf20-020.cnf ###########",,,,,
Iteration,95186,Duration,35.95905685,,
"########### GSAT , File uf20-021.cnf ###########",,,,,
"########### Novelty Plus , File uf20-021.cnf ###########",,,,,
"########### GSAT , File uf20-020.cnf ###########",,,,,
Iteration,5,Restart,9,Duration,29.42268276
"########### Novelty Plus , File uf20-020.cnf ###########",,,,,
"########### GSAT , File uf20-021.cnf ###########",,,,,
"########### Novelty Plus , File uf20-021.cnf ###########",,,,,
"########### GSAT , File uf20-020.cnf ###########",,,,,
"########### Novelty Plus , File uf20-020.cnf ###########",,,,,
"########### GSAT , File uf20-021.cnf ###########",,,,,
"########### Novelty Plus , File uf20-021.cnf ###########",,,,,
"########### GSAT , File uf20-020.cnf ###########",,,,,
Iteration,6,Restart,7,Duration,23.03931785
"########### Novelty Plus , File uf20-020.cnf ###########",,,,,
Iteration,72489,Duration,27.51957417,,
"########### GSAT , File uf20-021.cnf ###########",,,,,
"########### Novelty Plus , File uf20-021.cnf ###########",,,,,
"########### GSAT , File uf20-020.cnf ###########",,,,,
"########### Novelty Plus , File uf20-020.cnf ###########",,,,,
Iteration,89949,Duration,33.97994328,,
"########### GSAT , File uf20-021.cnf ###########",,,,,
"########### Novelty Plus , File uf20-021.cnf ###########",,,,,
"########### GSAT , File uf20-020.cnf ###########",,,,,
Iteration,4,Restart,1,Duration,3.433196306
"########### Novelty Plus , File uf20-020.cnf ###########",,,,,
"########### GSAT , File uf20-021.cnf ###########",,,,,
"########### Novelty Plus , File uf20-021.cnf ###########",,,,,
"########### GSAT , File uf20-020.cnf ###########",,,,,
"########### Novelty Plus , File uf20-020.cnf ###########",,,,,
Iteration,8137,Duration,3.040174007,,
"########### GSAT , File uf20-021.cnf ###########",,,,,
"########### Novelty Plus , File uf20-021.cnf ###########",,,,,
"########### GSAT , File uf20-020.cnf ###########",,,,,
"########### Novelty Plus , File uf20-020.cnf ###########",,,,,
Iteration,95654,Duration,36.41708279,,
"########### GSAT , File uf20-021.cnf ###########",,,,,
"########### Novelty Plus , File uf20-021.cnf ###########",,,,,
"########### GSAT , File uf20-020.cnf ###########",,,,,
"########### Novelty Plus , File uf20-020.cnf ###########",,,,,
Iteration,97529,Duration,36.62909508,,
"########### GSAT , File uf20-021.cnf ###########",,,,,
"########### Novelty Plus , File uf20-021.cnf ###########",,,,,
"########### GSAT , File uf20-020.cnf ###########",,,,,
"########### Novelty Plus , File uf20-020.cnf ###########",,,,,
"########### GSAT , File uf20-021.cnf ###########",,,,,
"########### Novelty Plus , File uf20-021.cnf ###########",,,,,
"########### GSAT , File uf20-020.cnf ###########",,,,,
"########### Novelty Plus , File uf20-020.cnf ###########",,,,,
Iteration,7365,Duration,2.826161861,,
"########### GSAT , File uf20-021.cnf ###########",,,,,
"########### Novelty Plus , File uf20-021.cnf ###########",,,,,
"########### GSAT , File uf20-020.cnf ###########",,,,,
"########### Novelty Plus , File uf20-020.cnf ###########",,,,,
"########### GSAT , File uf20-021.cnf ###########",,,,,
"########### Novelty Plus , File uf20-021.cnf ###########",,,,,
"########### GSAT , File uf20-020.cnf ###########",,,,,
"########### Novelty Plus , File uf20-020.cnf ###########",,,,,
Iteration,67692,Duration,25.4614563,,
"########### GSAT , File uf20-021.cnf ###########",,,,,
Iteration,8,Restart,3,Duration,9.84356308
"########### Novelty Plus , File uf20-021.cnf ###########",,,,,
"########### GSAT , File uf20-020.cnf ###########",,,,,
"########### Novelty Plus , File uf20-020.cnf ###########",,,,,
Iteration,585,Duration,0.240013599,,
"########### GSAT , File uf20-021.cnf ###########",,,,,
Iteration,7,Restart,4,Duration,13.08374834
"########### Novelty Plus , File uf20-021.cnf ###########",,,,,
"########### GSAT , File uf20-020.cnf ###########",,,,,
"########### Novelty Plus , File uf20-020.cnf ###########",,,,,
Iteration,38511,Duration,14.54083157,,
"########### GSAT , File uf20-021.cnf ###########",,,,,
"########### Novelty Plus , File uf20-021.cnf ###########",,,,,
"########### GSAT , File uf20-020.cnf ###########",,,,,
"########### Novelty Plus , File uf20-020.cnf ###########",,,,,
Iteration,87580,Duration,32.71087098,,
"########### GSAT , File uf20-021.cnf ###########",,,,,
Iteration,8,Restart,8,Duration,26.6535244
"########### Novelty Plus , File uf20-021.cnf ###########",,,,,
"########### GSAT , File uf20-020.cnf ###########",,,,,
Iteration,7,Restart,7,Duration,21.74424362
"########### Novelty Plus , File uf20-020.cnf ###########",,,,,
Iteration,49281,Duration,18.47305655,,
"########### GSAT , File uf20-021.cnf ###########",,,,,
Iteration,8,Restart,4,Duration,13.02974534
"########### Novelty Plus , File uf20-021.cnf ###########",,,,,
"########### GSAT , File uf20-020.cnf ###########",,,,,
Iteration,6,Restart,0,Duration,0.021001339
"########### Novelty Plus , File uf20-020.cnf ###########",,,,,
Iteration,17684,Duration,6.69938302,,
"########### GSAT , File uf20-021.cnf ###########",,,,,
"########### Novelty Plus , File uf20-021.cnf ###########",,,,,
"########### GSAT , File uf20-020.cnf ###########",,,,,
"########### Novelty Plus , File uf20-020.cnf ###########",,,,,
"########### GSAT , File uf20-021.cnf ###########",,,,,
Iteration,4,Restart,4,Duration,13.2067554
"########### Novelty Plus , File uf20-021.cnf ###########",,,,,
"########### GSAT , File uf20-020.cnf ###########",,,,,
"########### Novelty Plus , File uf20-020.cnf ###########",,,,,
Iteration,77581,Duration,28.91965413,,
"########### GSAT , File uf20-021.cnf ###########",,,,,
"########### Novelty Plus , File uf20-021.cnf ###########",,,,,
"########### GSAT , File uf20-020.cnf ###########",,,,,
"########### Novelty Plus , File uf20-020.cnf ###########",,,,,
"########### GSAT , File uf20-021.cnf ###########",,,,,
"########### Novelty Plus , File uf20-021.cnf ###########",,,,,
Iteration,59351,Duration,22.47228527,,
"########### GSAT , File uf20-020.cnf ###########",,,,,
"########### Novelty Plus , File uf20-020.cnf ###########",,,,,
Iteration,72558,Duration,27.34956431,,
"########### GSAT , File uf20-021.cnf ###########",,,,,
"########### Novelty Plus , File uf20-021.cnf ###########",,,,,
"########### GSAT , File uf20-020.cnf ###########",,,,,
"########### Novelty Plus , File uf20-020.cnf ###########",,,,,
Iteration,20845,Duration,7.725441694,,
"########### GSAT , File uf20-021.cnf ###########",,,,,
Iteration,7,Restart,0,Duration,0.025001526
"########### Novelty Plus , File uf20-021.cnf ###########",,,,,
"########### GSAT , File uf20-020.cnf ###########",,,,,
"########### Novelty Plus , File uf20-020.cnf ###########",,,,,
Iteration,29571,Duration,11.13763714,,
"########### GSAT , File uf20-021.cnf ###########",,,,,
Iteration,6,Restart,0,Duration,0.022001505
"########### Novelty Plus , File uf20-021.cnf ###########",,,,,
"########### GSAT , File uf20-020.cnf ###########",,,,,
"########### Novelty Plus , File uf20-020.cnf ###########",,,,,
Iteration,82626,Duration,30.71675706,,
"########### GSAT , File uf20-021.cnf ###########",,,,,
"########### Novelty Plus , File uf20-021.cnf ###########",,,,,
"########### GSAT , File uf20-020.cnf ###########",,,,,
"########### Novelty Plus , File uf20-020.cnf ###########",,,,,
"########### GSAT , File uf20-021.cnf ###########",,,,,
"########### Novelty Plus , File uf20-021.cnf ###########",,,,,
"########### GSAT , File uf20-020.cnf ###########",,,,,
"########### Novelty Plus , File uf20-020.cnf ###########",,,,,
"########### GSAT , File uf20-021.cnf ###########",,,,,
"########### Novelty Plus , File uf20-021.cnf ###########",,,,,
"########### GSAT , File uf20-020.cnf ###########",,,,,
"########### Novelty Plus , File uf20-020.cnf ###########",,,,,
Iteration,19728,Duration,7.479428053,,
"########### GSAT , File uf20-021.cnf ###########",,,,,
"########### Novelty Plus , File uf20-021.cnf ###########",,,,,
"########### GSAT , File uf20-020.cnf ###########",,,,,
"########### Novelty Plus , File uf20-020.cnf ###########",,,,,
"########### GSAT , File uf20-021.cnf ###########",,,,,
"########### Novelty Plus , File uf20-021.cnf ###########",,,,,
"########### GSAT , File uf20-020.cnf ###########",,,,,
"########### Novelty Plus , File uf20-020.cnf ###########",,,,,
Iteration,80235,Duration,30.34773564,,
"########### GSAT , File uf20-021.cnf ###########",,,,,
"########### Novelty Plus , File uf20-021.cnf ###########",,,,,
"########### GSAT , File uf20-020.cnf ###########",,,,,
"########### Novelty Plus , File uf20-020.cnf ###########",,,,,
Iteration,40430,Duration,15.42888284,,
"########### GSAT , File uf20-021.cnf ###########",,,,,
"########### Novelty Plus , File uf20-021.cnf ###########",,,,,
"########### GSAT , File uf20-020.cnf ###########",,,,,
"########### Novelty Plus , File uf20-020.cnf ###########",,,,,
Iteration,4827,Duration,1.890108109,,
"########### GSAT , File uf20-021.cnf ###########",,,,,
"########### Novelty Plus , File uf20-021.cnf ###########",,,,,
"########### GSAT , File uf20-020.cnf ###########",,,,,
"########### Novelty Plus , File uf20-020.cnf ###########",,,,,
Iteration,3551,Duration,1.340076685,,
"########### GSAT , File uf20-021.cnf ###########",,,,,
"########### Novelty Plus , File uf20-021.cnf ###########",,,,,
"########### GSAT , File uf20-020.cnf ###########",,,,,
"########### Novelty Plus , File uf20-020.cnf ###########",,,,,
"########### GSAT , File uf20-021.cnf ###########",,,,,
"########### Novelty Plus , File uf20-021.cnf ###########",,,,,
"########### GSAT , File uf20-020.cnf ###########",,,,,
"########### Novelty Plus , File uf20-020.cnf ###########",,,,,
Iteration,8730,Duration,3.274187326,,
"########### GSAT , File uf20-021.cnf ###########",,,,,
Iteration,4,Restart,9,Duration,29.06866264
"########### Novelty Plus , File uf20-021.cnf ###########",,,,,
"########### GSAT , File uf20-020.cnf ###########",,,,,
"########### Novelty Plus , File uf20-020.cnf ###########",,,,,
Iteration,21876,Duration,8.291474342,,
"########### GSAT , File uf20-021.cnf ###########",,,,,
"########### Novelty Plus , File uf20-021.cnf ###########",,,,,
"########### GSAT , File uf20-020.cnf ###########",,,,,
"########### Novelty Plus , File uf20-020.cnf ###########",,,,,
Iteration,48596,Duration,18.44905496,,
"########### GSAT , File uf20-021.cnf ###########",,,,,
"########### Novelty Plus , File uf20-021.cnf ###########",,,,,
"########### GSAT , File uf20-020.cnf ###########",,,,,
"########### Novelty Plus , File uf20-020.cnf ###########",,,,,
"########### GSAT , File uf20-021.cnf ###########",,,,,
Iteration,6,Restart,4,Duration,14.04080296
"########### Novelty Plus , File uf20-021.cnf ###########",,,,,
"########### GSAT , File uf20-020.cnf ###########",,,,,
"########### Novelty Plus , File uf20-020.cnf ###########",,,,,
Iteration,46589,Duration,17.2989893,,
"########### GSAT , File uf20-021.cnf ###########",,,,,
"########### Novelty Plus , File uf20-021.cnf ###########",,,,,
"########### GSAT , File uf20-020.cnf ###########",,,,,
"########### Novelty Plus , File uf20-020.cnf ###########",,,,,
Iteration,22709,Duration,8.628493547,,
"########### GSAT , File uf20-021.cnf ###########",,,,,
"########### Novelty Plus , File uf20-021.cnf ###########",,,,,
"########### GSAT , File uf20-020.cnf ###########",,,,,
"########### Novelty Plus , File uf20-020.cnf ###########",,,,,
"########### GSAT , File uf20-021.cnf ###########",,,,,
"########### Novelty Plus , File uf20-021.cnf ###########",,,,,
"########### GSAT , File uf20-020.cnf ###########",,,,,
"########### Novelty Plus , File uf20-020.cnf ###########",,,,,
Iteration,37371,Duration,14.06980443,,
"########### GSAT , File uf20-021.cnf ###########",,,,,
"########### Novelty Plus , File uf20-021.cnf ###########",,,,,
"########### GSAT , File uf20-020.cnf ###########",,,,,
Iteration,5,Restart,1,Duration,3.092176676
"########### Novelty Plus , File uf20-020.cnf ###########",,,,,
Iteration,39409,Duration,14.94185448,,
"########### GSAT , File uf20-021.cnf ###########",,,,,
"########### Novelty Plus , File uf20-021.cnf ###########",,,,,
"########### GSAT , File uf20-020.cnf ###########",,,,,
Iteration,7,Restart,7,Duration,22.03226018
"########### Novelty Plus , File uf20-020.cnf ###########",,,,,
Iteration,40566,Duration,15.01885891,,
"########### GSAT , File uf20-021.cnf ###########",,,,,
Iteration,6,Restart,8,Duration,25.5304606
"########### Novelty Plus , File uf20-021.cnf ###########",,,,,
"########### GSAT , File uf20-020.cnf ###########",,,,,
"########### Novelty Plus , File uf20-020.cnf ###########",,,,,
"########### GSAT , File uf20-021.cnf ###########",,,,,
"########### Novelty Plus , File uf20-021.cnf ###########",,,,,
"########### GSAT , File uf20-020.cnf ###########",,,,,
"########### Novelty Plus , File uf20-020.cnf ###########",,,,,
Iteration,12024,Duration,4.551260471,,
"########### GSAT , File uf20-021.cnf ###########",,,,,
"########### Novelty Plus , File uf20-021.cnf ###########",,,,,
"########### GSAT , File uf20-020.cnf ###########",,,,,
Iteration,6,Restart,1,Duration,3.080176115
"########### Novelty Plus , File uf20-020.cnf ###########",,,,,
Iteration,80419,Duration,30.15372467,,
"########### GSAT , File uf20-021.cnf ###########",,,,,
"########### Novelty Plus , File uf20-021.cnf ###########",,,,,
"########### GSAT , File uf20-020.cnf ###########",,,,,
"########### Novelty Plus , File uf20-020.cnf ###########",,,,,
Iteration,25946,Duration,9.805560827,,
"########### GSAT , File uf20-021.cnf ###########",,,,,
Iteration,9,Restart,9,Duration,31.54480433
"########### Novelty Plus , File uf20-021.cnf ###########",,,,,
"########### GSAT , File uf20-020.cnf ###########",,,,,
"########### Novelty Plus , File uf20-020.cnf ###########",,,,,
Iteration,91922,Duration,34.67598319,,
"########### GSAT , File uf20-021.cnf ###########",,,,,
"########### Novelty Plus , File uf20-021.cnf ###########",,,,,
"########### GSAT , File uf20-020.cnf ###########",,,,,
Iteration,5,Restart,1,Duration,3.672210217
"########### Novelty Plus , File uf20-020.cnf ###########",,,,,
Iteration,27232,Duration,10.06657577,,
"########### GSAT , File uf20-021.cnf ###########",,,,,
"########### Novelty Plus , File uf20-021.cnf ###########",,,,,
"########### GSAT , File uf20-020.cnf ###########",,,,,
"########### Novelty Plus , File uf20-020.cnf ###########",,,,,
"########### GSAT , File uf20-021.cnf ###########",,,,,
Iteration,6,Restart,5,Duration,16.58194828
"########### Novelty Plus , File uf20-021.cnf ###########",,,,,
"########### GSAT , File uf20-020.cnf ###########",,,,,
"########### Novelty Plus , File uf20-020.cnf ###########",,,,,
"########### GSAT , File uf20-021.cnf ###########",,,,,
"########### Novelty Plus , File uf20-021.cnf ###########",,,,,
"########### GSAT , File uf20-020.cnf ###########",,,,,
"########### Novelty Plus , File uf20-020.cnf ###########",,,,,
Iteration,38589,Duration,14.51282978,,
"########### GSAT , File uf20-021.cnf ###########",,,,,
"########### Novelty Plus , File uf20-021.cnf ###########",,,,,
"########### GSAT , File uf20-020.cnf ###########",,,,,
"########### Novelty Plus , File uf20-020.cnf ###########",,,,,
"########### GSAT , File uf20-021.cnf ###########",,,,,
"########### Novelty Plus , File uf20-021.cnf ###########",,,,,
"########### GSAT , File uf20-020.cnf ###########",,,,,
Iteration,7,Restart,8,Duration,25.86547971
"########### Novelty Plus , File uf20-020.cnf ###########",,,,,
"########### GSAT , File uf20-021.cnf ###########",,,,,
"########### Novelty Plus , File uf20-021.cnf ###########",,,,,
"########### GSAT , File uf20-020.cnf ###########",,,,,
"########### Novelty Plus , File uf20-020.cnf ###########",,,,,
Iteration,90612,Duration,34.27996087,,
"########### GSAT , File uf20-021.cnf ###########",,,,,
"########### Novelty Plus , File uf20-021.cnf ###########",,,,,
"########### GSAT , File uf20-020.cnf ###########",,,,,
"########### Novelty Plus , File uf20-020.cnf ###########",,,,,
Iteration,7045,Duration,2.643151045,,
"########### GSAT , File uf20-021.cnf ###########",,,,,
Iteration,4,Restart,4,Duration,12.64772344
"########### Novelty Plus , File uf20-021.cnf ###########",,,,,
"########### GSAT , File uf20-020.cnf ###########",,,,,
"########### Novelty Plus , File uf20-020.cnf ###########",,,,,
"########### GSAT , File uf20-021.cnf ###########",,,,,
"########### Novelty Plus , File uf20-021.cnf ###########",,,,,
"########### GSAT , File uf20-020.cnf ###########",,,,,
"########### Novelty Plus , File uf20-020.cnf ###########",,,,,
Iteration,22147,Duration,8.295474768,,
"########### GSAT , File uf20-021.cnf ###########",,,,,
"########### Novelty Plus , File uf20-021.cnf ###########",,,,,
"########### GSAT , File uf20-020.cnf ###########",,,,,
"########### Novelty Plus , File uf20-020.cnf ###########",,,,,
"########### GSAT , File uf20-021.cnf ###########",,,,,
"########### Novelty Plus , File uf20-021.cnf ###########",,,,,
"########### GSAT , File uf20-020.cnf ###########",,,,,
"########### Novelty Plus , File uf20-020.cnf ###########",,,,,
"########### GSAT , File uf20-021.cnf ###########",,,,,
"########### Novelty Plus , File uf20-021.cnf ###########",,,,,
"########### GSAT , File uf20-020.cnf ###########",,,,,
"########### Novelty Plus , File uf20-020.cnf ###########",,,,,
Iteration,59063,Duration,22.51628757,,
"########### GSAT , File uf20-021.cnf ###########",,,,,
"########### Novelty Plus , File uf20-021.cnf ###########",,,,,
"########### GSAT , File uf20-020.cnf ###########",,,,,
"########### Novelty Plus , File uf20-020.cnf ###########",,,,,
Iteration,75569,Duration,28.66163945,,
"########### GSAT , File uf20-021.cnf ###########",,,,,
"########### Novelty Plus , File uf20-021.cnf ###########",,,,,
"########### GSAT , File uf20-020.cnf ###########",,,,,
Iteration,7,Restart,8,Duration,24.85142112
"########### Novelty Plus , File uf20-020.cnf ###########",,,,,
Iteration,60755,Duration,22.74030089,,
"########### GSAT , File uf20-021.cnf ###########",,,,,
"########### Novelty Plus , File uf20-021.cnf ###########",,,,,
"########### GSAT , File uf20-020.cnf ###########",,,,,
Iteration,7,Restart,6,Duration,18.71307015
"########### Novelty Plus , File uf20-020.cnf ###########",,,,,
"########### GSAT , File uf20-021.cnf ###########",,,,,
Iteration,6,Restart,1,Duration,3.229184628
"########### Novelty Plus , File uf20-021.cnf ###########",,,,,
"########### GSAT , File uf20-020.cnf ###########",,,,,
Iteration,7,Restart,6,Duration,18.65906739
"########### Novelty Plus , File uf20-020.cnf ###########",,,,,
"########### GSAT , File uf20-021.cnf ###########",,,,,
"########### Novelty Plus , File uf20-021.cnf ###########",,,,,
"########### GSAT , File uf20-020.cnf ###########",,,,,
Iteration,3,Restart,0,Duration,0.013000727
"########### Novelty Plus , File uf20-020.cnf ###########",,,,,
Iteration,54813,Duration,20.46617055,,
"########### GSAT , File uf20-021.cnf ###########",,,,,
"########### Novelty Plus , File uf20-021.cnf ###########",,,,,
"########### GSAT , File uf20-020.cnf ###########",,,,,
"########### Novelty Plus , File uf20-020.cnf ###########",,,,,
"########### GSAT , File uf20-021.cnf ###########",,,,,
"########### Novelty Plus , File uf20-021.cnf ###########",,,,,
"########### GSAT , File uf20-020.cnf ###########",,,,,
"########### Novelty Plus , File uf20-020.cnf ###########",,,,,
Iteration,65178,Duration,24.67041111,,
"########### GSAT , File uf20-021.cnf ###########",,,,,
"########### Novelty Plus , File uf20-021.cnf ###########",,,,,
"########### GSAT , File uf20-020.cnf ###########",,,,,
"########### Novelty Plus , File uf20-020.cnf ###########",,,,,
Iteration,43524,Duration,16.5879488,,
"########### GSAT , File uf20-021.cnf ###########",,,,,
"########### Novelty Plus , File uf20-021.cnf ###########",,,,,
"########### GSAT , File uf20-020.cnf ###########",,,,,
Iteration,8,Restart,6,Duration,18.47605681
"########### Novelty Plus , File uf20-020.cnf ###########",,,,,
Iteration,98833,Duration,37.40113926,,
"########### GSAT , File uf20-021.cnf ###########",,,,,
"########### Novelty Plus , File uf20-021.cnf ###########",,,,,
"########### GSAT , File uf20-020.cnf ###########",,,,,
"########### Novelty Plus , File uf20-020.cnf ###########",,,,,
Iteration,5917,Duration,2.262129307,,
"########### GSAT , File uf20-021.cnf ###########",,,,,
Iteration,8,Restart,7,Duration,22.83230591
"########### Novelty Plus , File uf20-021.cnf ###########",,,,,
"########### GSAT , File uf20-020.cnf ###########",,,,,
"########### Novelty Plus , File uf20-020.cnf ###########",,,,,
Iteration,11786,Duration,4.331247568,,
"########### GSAT , File uf20-021.cnf ###########",,,,,
"########### Novelty Plus , File uf20-021.cnf ###########",,,,,
"########### GSAT , File uf20-020.cnf ###########",,,,,
"########### Novelty Plus , File uf20-020.cnf ###########",,,,,
Iteration,77659,Duration,28.97365713,,
"########### GSAT , File uf20-021.cnf ###########",,,,,
"########### Novelty Plus , File uf20-021.cnf ###########",,,,,
"########### GSAT , File uf20-020.cnf ###########",,,,,
Iteration,7,Restart,0,Duration,0.025001287
"########### Novelty Plus , File uf20-020.cnf ###########",,,,,
Iteration,31555,Duration,11.84867764,,
"########### GSAT , File uf20-021.cnf ###########",,,,,
"########### Novelty Plus , File uf20-021.cnf ###########",,,,,
"########### GSAT , File uf20-020.cnf ###########",,,,,
"########### Novelty Plus , File uf20-020.cnf ###########",,,,,
"########### GSAT , File uf20-021.cnf ###########",,,,,
"########### Novelty Plus , File uf20-021.cnf ###########",,,,,
"########### GSAT , File uf20-020.cnf ###########",,,,,
"########### Novelty Plus , File uf20-020.cnf ###########",,,,,
Iteration,82941,Duration,31.15478206,,
"########### GSAT , File uf20-021.cnf ###########",,,,,
"########### Novelty Plus , File uf20-021.cnf ###########",,,,,
"########### GSAT , File uf20-020.cnf ###########",,,,,
Iteration,5,Restart,4,Duration,13.7627871
"########### Novelty Plus , File uf20-020.cnf ###########",,,,,
"########### GSAT , File uf20-021.cnf ###########",,,,,
"########### Novelty Plus , File uf20-021.cnf ###########",,,,,
"########### GSAT , File uf20-020.cnf ###########",,,,,
"########### Novelty Plus , File uf20-020.cnf ###########",,,,,
"########### GSAT , File uf20-021.cnf ###########",,,,,
"########### Novelty Plus , File uf20-021.cnf ###########",,,,,
"########### GSAT , File uf20-020.cnf ###########",,,,,
"########### Novelty Plus , File uf20-020.cnf ###########",,,,,
Iteration,42781,Duration,15.93891191,,
"########### GSAT , File uf20-021.cnf ###########",,,,,
"########### Novelty Plus , File uf20-021.cnf ###########",,,,,
"########### GSAT , File uf20-020.cnf ###########",,,,,
Iteration,7,Restart,2,Duration,6.565375566
"########### Novelty Plus , File uf20-020.cnf ###########",,,,,
"########### GSAT , File uf20-021.cnf ###########",,,,,
"########### Novelty Plus , File uf20-021.cnf ###########",,,,,
"########### GSAT , File uf20-020.cnf ###########",,,,,
"########### Novelty Plus , File uf20-020.cnf ###########",,,,,
Iteration,20645,Duration,7.786445379,,
"########### GSAT , File uf20-021.cnf ###########",,,,,
"########### Novelty Plus , File uf20-021.cnf ###########",,,,,
"########### GSAT , File uf20-020.cnf ###########",,,,,
Iteration,4,Restart,4,Duration,13.01174426
"########### Novelty Plus , File uf20-020.cnf ###########",,,,,
Iteration,39713,Duration,15.11586452,,
"########### GSAT , File uf20-021.cnf ###########",,,,,
"########### Novelty Plus , File uf20-021.cnf ###########",,,,,
"########### GSAT , File uf20-020.cnf ###########",,,,,
"########### Novelty Plus , File uf20-020.cnf ###########",,,,,
"########### GSAT , File uf20-021.cnf ###########",,,,,
"########### Novelty Plus , File uf20-021.cnf ###########",,,,,
"########### GSAT , File uf20-020.cnf ###########",,,,,
"########### Novelty Plus , File uf20-020.cnf ###########",,,,,
"########### GSAT , File uf20-021.cnf ###########",,,,,
Iteration,5,Restart,0,Duration,0.020001173
"########### Novelty Plus , File uf20-021.cnf ###########",,,,,
"########### GSAT , File uf20-020.cnf ###########",,,,,
"########### Novelty Plus , File uf20-020.cnf ###########",,,,,
Iteration,76484,Duration,28.49462986,,
"########### GSAT , File uf20-021.cnf ###########",,,,,
"########### Novelty Plus , File uf20-021.cnf ###########",,,,,
"########### GSAT , File uf20-020.cnf ###########",,,,,
Iteration,6,Restart,6,Duration,20.30216146
"########### Novelty Plus , File uf20-020.cnf ###########",,,,,
"########### GSAT , File uf20-021.cnf ###########",,,,,
"########### Novelty Plus , File uf20-021.cnf ###########",,,,,
"########### GSAT , File uf20-020.cnf ###########",,,,,
"########### Novelty Plus , File uf20-020.cnf ###########",,,,,
Iteration,20824,Duration,7.961455584,,
"########### GSAT , File uf20-021.cnf ###########",,,,,
Iteration,4,Restart,5,Duration,17.59700632
"########### Novelty Plus , File uf20-021.cnf ###########",,,,,
